_id,FunctionDefinitions,Function calls,ExpressionStatements,EventDefinitions,ElementaryType_addresses,Modifier_Definitions,Modifier_Invocations,Approvefunction_Definitions
100876,175,32,255,26,243,5,33,2
100878,13,0,11,0,5,0,0,0
100879,30,9,37,2,27,0,1,2
100880,54,4,55,2,43,0,0,2
100881,4,0,3,0,4,0,0,0
100883,40,4,42,2,42,0,1,2
100884,13,1,15,1,11,1,3,0
100886,41,0,20,2,25,0,0,1
100887,14,0,9,0,11,0,0,1
100888,16,4,21,2,21,0,0,2
100889,17,4,69,2,27,0,0,1
100890,49,7,49,3,49,1,5,2
100891,42,4,38,2,38,0,0,2
100892,61,4,59,2,45,0,0,2
100893,16,8,31,3,19,0,0,1
100896,113,0,75,1,106,1,6,2
100897,55,19,356,14,45,2,6,1
100898,26,22,223,9,39,3,5,0
100899,49,4,51,2,46,0,1,2
100900,55,10,75,9,49,4,15,1
100901,81,0,54,2,81,1,0,1
100902,20,2,25,2,20,1,5,0
100904,26,32,141,12,78,0,0,0
100906,356,0,483,5,100,0,0,1
100907,45,4,51,2,42,0,1,2
100908,47,24,76,12,59,4,18,2
100909,95,14,177,14,176,2,3,1
100910,30,0,51,3,38,1,3,2
100913,33,4,32,2,37,0,0,1
100914,35,3,28,3,32,1,3,1
100915,24,6,29,3,30,1,2,2
100916,42,0,11,2,61,0,0,1
100917,44,9,66,5,21,1,6,2
100920,65,12,80,7,84,1,6,2
100921,42,4,39,2,39,0,1,2
100922,115,0,126,9,187,1,14,2
100925,14,5,99,5,37,1,2,0
100926,14,3,9,2,21,0,0,2
100927,3,0,2,0,3,1,0,0
100928,83,16,97,18,88,1,7,2
100929,59,0,68,2,75,0,0,1
100930,18,0,27,2,23,0,0,2
100932,12,2,25,2,20,0,0,1
100933,4,0,14,0,0,0,0,0
100934,23,0,35,5,29,3,8,3
100935,45,4,51,2,42,0,1,2
100936,24,6,29,3,30,1,2,2
100937,45,0,1,1,39,0,0,2
100938,38,4,37,2,35,0,1,2
100939,39,3,52,2,35,4,7,1
100940,33,10,64,6,44,3,10,2
100941,29,4,31,2,31,0,0,2
100942,52,8,64,7,40,5,14,1
100943,41,16,73,11,49,2,12,2
100945,25,0,18,2,23,0,0,1
100946,30,3,22,3,17,1,4,1
100947,34,12,45,8,44,3,14,3
100948,84,11,103,8,79,0,1,0
100949,56,0,28,0,78,0,0,0
100950,87,7,88,3,81,1,3,2
100951,63,13,81,12,89,4,9,2
100952,42,4,45,2,42,0,1,2
100954,50,4,61,2,52,1,2,2
100955,49,16,75,10,41,6,19,2
100956,60,8,69,8,51,3,9,1
100957,60,16,216,14,93,2,9,0
100960,14,3,9,2,21,0,0,2
100961,51,8,56,7,37,4,12,1
100962,4,1,6,1,7,1,1,0
100963,17,2,29,2,27,0,0,1
100964,36,17,116,14,47,1,17,2
100965,25,2,37,4,36,0,0,1
100966,108,12,89,7,95,5,14,2
100967,34,12,45,8,44,3,14,3
100968,73,7,106,7,86,0,1,2
100969,32,11,62,10,43,3,16,2
100970,49,7,53,3,46,2,5,2
100971,24,0,10,0,42,0,1,0
100973,17,4,19,2,21,0,0,2
100974,19,0,81,10,33,9,22,0
100975,33,0,33,2,37,0,0,1
100976,141,5,139,5,110,2,31,2
100978,30,0,37,0,33,2,7,1
100979,44,6,51,4,53,1,4,2
100980,53,7,55,3,48,1,4,2
100982,75,16,88,14,85,6,28,2
100984,55,9,67,5,50,2,14,2
100985,310,0,398,5,97,0,0,1
100986,78,4,99,4,74,5,19,3
100987,66,10,89,6,61,1,6,2
100988,115,11,51,18,134,4,5,1
100989,45,4,51,2,42,0,1,2
10099,2,0,10,0,3,3,3,0
100990,65,12,75,12,44,5,15,0
100992,24,6,29,3,30,1,2,2
100994,341,45,512,34,311,16,70,4
100995,1,0,2,0,0,0,0,0
100996,120,22,126,18,119,1,15,3
100998,268,22,281,19,221,2,23,2
101000,42,0,29,2,28,4,8,2
101001,13,0,14,0,5,0,0,0
101002,51,14,101,15,61,1,8,1
101003,24,6,29,3,30,1,2,2
101004,139,5,135,5,74,11,40,1
101006,36,4,33,2,33,0,1,2
101007,38,0,67,11,49,4,18,3
101008,158,11,220,7,130,8,34,2
101010,5,0,9,0,2,1,2,0
101011,34,9,49,3,35,1,6,2
101012,22,0,39,0,38,0,0,1
101014,80,47,199,33,91,4,19,0
101017,52,7,51,3,52,1,3,2
101018,44,15,58,9,45,6,21,3
101019,14,0,16,2,22,0,0,2
101021,38,0,67,11,49,4,18,3
101022,49,5,42,5,42,1,3,1
101023,46,7,44,3,45,1,3,2
101024,19,0,6,2,2,0,0,0
101025,230,4,153,4,261,3,8,4
101027,31,10,37,7,42,4,13,3
101028,19,5,27,3,27,2,5,2
101029,40,3,35,3,17,2,3,1
101030,121,12,116,10,107,1,6,3
101031,46,7,44,3,45,1,3,2
101033,38,2,48,2,22,1,9,0
101034,40,0,43,2,25,1,0,1
101036,50,3,54,3,16,0,0,1
101038,90,2,96,14,146,3,29,5
101039,54,9,126,6,41,3,14,0
101040,156,7,157,6,122,2,31,2
101041,96,4,151,2,95,2,27,2
101044,24,6,29,3,30,1,2,2
101045,56,1,53,3,81,1,2,1
101046,153,13,242,9,143,8,29,2
101047,45,0,1,1,39,0,0,2
101049,2,0,4,0,0,0,0,0
101050,28,5,79,5,57,3,9,0
101051,75,8,73,6,58,4,6,2
101052,64,4,67,2,53,0,2,2
101053,297,0,372,5,107,0,0,1
101055,28,14,46,6,26,0,0,1
101057,153,22,197,18,220,5,35,2
101058,347,19,389,15,387,9,73,2
10106,10,0,32,0,5,1,4,0
101060,41,6,26,14,26,1,6,1
101061,31,8,49,5,34,3,14,3
101063,18,3,22,2,26,0,0,2
101064,99,9,101,18,151,1,5,4
101065,38,0,46,8,40,4,15,3
101066,15,1,12,1,24,0,0,0
101072,63,4,150,2,65,0,1,2
101073,149,3,116,1,158,3,40,0
101074,18,8,44,4,27,1,5,1
101075,80,9,74,7,63,2,4,2
101076,40,4,42,2,42,0,1,2
101077,126,32,208,27,155,9,34,2
101078,49,2,48,3,40,2,14,1
101081,274,0,367,2,68,0,0,1
101083,5,0,19,2,13,0,0,1
101086,44,7,43,3,41,1,5,2
101088,17,0,22,2,23,0,0,2
101089,51,8,61,8,65,0,0,1
101091,49,7,50,7,37,3,8,1
101094,125,19,194,16,73,2,18,1
101095,51,0,90,12,65,5,24,3
101096,49,21,82,13,65,4,19,2
101097,40,4,42,2,42,0,1,2
101098,67,15,156,15,107,6,25,0
101099,12,3,17,2,14,0,0,1
101101,22,7,60,7,28,0,0,0
101104,9,4,24,3,18,0,0,1
101105,7,0,4,0,5,0,0,0
101108,42,4,38,2,38,0,1,2
101109,33,0,24,2,27,0,1,1
101110,30,0,11,2,31,0,0,1
101111,67,13,119,12,53,3,8,1
101112,144,12,143,15,154,3,12,3
101113,24,16,44,7,28,0,0,1
101114,36,6,64,5,48,4,6,0
101115,62,0,69,2,56,0,0,1
101117,37,0,45,2,39,0,0,1
101118,135,8,197,3,93,3,17,2
101119,143,9,128,10,101,5,24,1
101120,30,10,38,6,32,2,6,2
101121,100,21,146,19,72,1,6,2
101122,116,26,180,24,130,9,45,1
101124,43,0,15,2,59,0,0,1
101125,103,8,151,12,51,8,15,1
101126,91,18,233,10,90,3,49,2
101127,32,0,49,0,16,1,2,0
101128,65,5,64,5,38,1,4,1
101129,52,7,53,3,52,1,3,2
10113,5,1,7,2,9,0,0,0
101130,22,2,18,2,21,1,4,0
101131,24,6,29,3,30,1,2,2
101132,62,9,74,5,74,1,4,2
101134,44,0,59,0,36,4,9,1
101135,310,43,498,39,396,12,90,2
101136,5,0,19,2,13,0,0,1
101137,66,10,93,6,61,1,6,2
101140,29,4,31,2,31,0,0,2
101142,44,9,49,4,38,1,2,2
101143,80,17,103,14,88,3,10,0
101144,9,0,6,0,12,0,0,0
101145,59,10,80,6,93,0,1,2
101146,79,17,103,15,78,5,14,2
101147,15,3,29,3,15,0,0,0
101148,6,0,11,0,8,1,1,0
101149,120,14,157,6,88,3,21,3
101150,8,5,11,3,11,1,4,0
101152,22,11,29,4,22,2,5,1
101153,59,15,214,13,86,2,9,0
101155,147,11,149,12,160,4,26,3
101156,62,7,80,3,57,2,3,2
101158,54,9,61,8,38,5,14,1
101162,53,9,57,9,29,2,8,0
101164,40,4,42,2,42,0,1,2
101165,50,8,55,7,37,4,11,1
101167,112,8,180,10,165,3,14,2
101168,34,7,35,3,37,1,3,2
101169,25,3,26,3,20,1,4,1
101170,52,7,62,7,38,5,12,1
101172,16,0,20,3,29,0,0,2
101173,94,7,63,12,88,1,4,2
101174,47,3,49,3,59,3,10,1
101175,238,29,362,27,142,3,31,2
101176,14,3,9,2,21,0,0,2
101178,64,0,11,1,49,1,2,2
101179,42,4,39,2,39,0,1,2
101181,47,4,46,2,45,0,0,2
101182,64,10,85,6,58,1,5,2
101183,9,0,6,0,12,0,0,0
101184,153,5,164,5,177,4,12,2
101185,272,0,351,2,68,0,0,1
101187,24,6,29,3,30,1,2,2
101188,66,5,42,4,71,2,9,1
101190,94,0,77,9,148,1,5,2
101191,40,4,39,2,42,1,1,2
101192,83,0,68,2,54,0,3,1
101193,125,19,194,16,73,2,18,1
101194,24,6,29,3,30,1,2,2
101195,69,10,83,6,80,1,4,2
101197,55,7,58,3,53,1,4,2
101198,68,3,43,3,38,2,6,1
101200,181,3,128,3,185,2,11,2
101201,152,12,189,8,75,11,48,1
101202,125,7,122,7,259,4,4,3
101203,34,12,45,8,44,3,14,3
101204,24,6,29,3,30,1,2,2
101205,93,12,116,8,87,1,7,2
101207,10,3,9,1,6,1,3,0
101208,37,2,32,3,32,1,5,1
101209,17,4,19,2,21,0,0,2
101210,80,47,199,33,91,4,19,0
101211,93,12,115,8,87,1,6,2
101212,20,2,18,2,19,1,7,0
101214,120,18,195,15,67,2,17,1
101215,42,0,28,0,59,0,0,0
101217,32,0,72,0,47,3,22,0
101218,56,0,42,2,35,0,0,1
101219,69,0,17,1,52,1,5,2
101220,61,16,221,14,96,2,9,0
101222,36,3,39,2,36,0,1,2
101223,49,7,50,7,37,3,8,1
101225,28,17,55,9,23,3,16,1
101226,38,0,34,2,48,0,0,1
101228,88,14,107,10,91,1,3,2
101229,31,6,30,6,34,5,10,2
101230,46,21,90,12,50,5,12,2
101232,56,9,59,5,67,1,3,2
101233,63,10,68,7,71,2,9,2
101234,14,0,16,2,22,0,0,2
101235,42,9,55,4,60,1,1,3
101238,90,11,114,13,122,2,5,1
101239,72,12,85,10,73,5,13,2
101240,68,10,79,7,90,3,13,2
101241,59,10,77,6,93,0,1,2
101242,40,6,48,4,44,1,2,2
101244,37,0,25,2,63,0,0,1
101245,19,2,19,2,19,1,6,0
101246,51,3,100,1,39,1,3,1
101247,19,3,45,2,19,0,0,1
101248,82,16,112,14,83,7,19,1
101249,38,4,35,2,33,0,1,2
101250,157,4,96,5,164,5,14,1
101251,16,4,21,2,21,0,0,2
101253,68,5,104,7,68,3,14,2
101254,49,14,67,10,50,7,32,2
101255,109,11,94,7,95,5,13,2
101256,6,0,32,0,0,1,1,0
101258,81,4,73,4,105,2,10,1
101259,37,1,24,3,53,0,0,1
10126,7,0,14,0,12,0,0,0
101260,90,15,36,31,87,2,12,1
101261,48,8,80,9,73,1,5,2
101262,45,4,51,2,42,0,1,2
101264,30,7,59,5,60,3,9,0
101265,73,4,67,14,110,3,0,3
101267,67,4,70,2,60,0,2,2
101268,134,35,150,33,152,8,44,2
101270,37,4,36,2,32,0,1,2
101271,46,7,44,3,45,1,3,2
101272,57,10,59,10,73,2,11,1
101274,61,8,70,8,52,3,10,1
101275,59,15,210,13,86,2,8,0
101276,12,0,19,2,22,0,0,2
101277,90,9,89,18,129,1,5,4
101278,15,4,21,4,18,1,1,0
101279,18,0,78,9,27,9,22,0
101280,119,18,181,7,85,0,0,2
101281,25,3,26,3,20,1,4,1
101282,82,0,61,2,67,0,3,1
101283,54,9,66,9,39,4,12,1
101284,42,4,38,2,38,0,1,2
101285,54,6,76,4,42,3,10,2
101286,24,6,29,3,30,1,2,2
101287,114,8,160,10,105,12,39,1
101289,16,1,52,2,14,2,13,0
101290,14,0,24,2,23,0,0,2
101291,29,9,29,5,26,2,4,1
101292,65,10,88,6,61,1,5,2
101293,14,3,9,2,21,0,0,2
101297,46,7,44,3,45,1,3,2
101298,9,0,1,2,13,0,0,1
101299,29,4,33,2,32,0,0,2
101300,39,8,44,7,36,4,12,1
101301,29,4,31,2,31,0,0,2
101304,41,4,45,2,44,0,1,2
101306,117,7,315,5,116,2,10,3
101309,43,8,44,3,41,3,7,2
101310,60,8,72,8,51,3,10,1
101311,45,4,51,2,42,0,1,2
101314,17,4,25,2,21,0,0,2
101315,38,10,65,8,29,3,17,1
101316,7,4,9,4,14,0,0,0
101319,15,6,44,6,22,3,6,1
101320,3,0,0,0,2,0,0,0
101321,17,4,19,2,21,0,0,2
101322,107,14,136,13,60,0,2,1
101324,93,11,117,9,90,1,14,3
101325,43,0,25,0,24,0,0,0
101326,42,4,41,2,37,0,1,2
101327,24,6,29,3,30,1,2,2
101328,67,3,42,3,50,2,5,1
101329,17,4,19,2,21,0,0,2
101330,50,0,62,2,42,0,0,1
101331,45,4,62,6,68,1,8,2
101332,79,4,63,6,55,7,11,1
101333,42,10,46,12,49,3,10,1
101334,80,9,83,7,63,2,3,2
101336,9,0,13,0,5,0,0,0
101337,52,7,53,3,52,1,3,2
101338,115,2,134,2,82,6,17,1
101339,46,7,44,3,45,1,3,2
101340,17,4,19,2,21,0,0,2
101343,24,0,12,0,22,0,0,0
101345,38,9,288,7,114,0,1,0
101347,67,17,92,11,77,6,22,3
101349,7,0,6,0,0,0,0,0
101350,56,6,50,5,53,2,5,2
101351,75,16,88,14,85,6,28,2
101355,31,4,36,2,39,0,0,3
101356,166,32,238,21,231,5,29,2
101358,21,3,19,1,10,1,4,0
101359,21,0,35,8,30,1,3,2
101360,66,0,41,1,136,0,0,1
101361,60,8,69,8,51,3,9,1
101362,9,4,15,2,10,1,3,0
101363,22,3,24,3,21,1,5,1
101367,174,4,124,11,235,1,4,2
101368,3,0,7,0,4,0,0,0
101370,46,21,90,12,50,5,12,2
101371,48,7,47,3,46,1,3,2
101373,17,4,19,2,21,0,0,2
101377,60,0,10,1,49,1,2,2
101378,51,0,107,2,32,6,12,1
101379,30,7,48,6,65,4,14,0
101380,144,13,149,10,159,7,14,2
101381,29,4,31,2,31,0,0,2
101382,95,12,116,8,86,1,8,2
101383,51,9,189,7,45,9,24,0
101384,24,6,29,3,30,1,2,2
101385,20,3,49,3,23,1,1,1
101387,19,6,20,3,23,0,0,2
101388,10,0,9,0,1,0,0,0
101389,90,9,89,18,129,1,5,4
101390,40,4,43,2,43,0,1,2
101391,55,0,36,2,45,0,2,1
101393,58,4,63,2,49,0,1,2
101396,46,3,22,8,56,1,3,1
101397,8,4,14,4,9,0,0,0
101399,10,6,14,6,14,2,5,0
101400,108,15,234,15,185,3,6,1
101403,44,4,42,2,39,0,1,2
101404,122,14,123,10,97,2,5,2
101405,67,4,70,2,60,0,2,2
101407,6,2,10,1,4,1,3,0
101408,230,0,227,2,68,0,0,1
101411,22,11,29,4,22,2,5,1
101413,51,8,62,7,40,5,14,1
101414,18,2,36,2,10,0,1,0
101415,24,0,34,0,17,0,0,0
101416,35,2,25,2,23,0,0,1
101417,65,10,106,6,66,5,16,2
101418,55,7,58,3,51,2,7,2
101419,59,10,79,6,93,0,1,2
101421,27,0,42,7,31,1,9,2
101422,173,0,126,2,140,0,1,3
101424,27,6,31,6,24,3,7,1
101426,20,5,22,2,24,0,0,2
101427,52,5,42,4,31,2,12,1
101428,24,6,29,3,30,1,2,2
101429,64,0,54,2,38,0,0,1
101430,5,0,7,0,8,0,0,0
101431,17,4,19,2,21,0,0,2
101433,64,10,90,9,77,5,16,1
101434,2,0,1,0,1,0,0,0
101435,5,0,0,0,11,0,0,0
101437,20,5,22,2,24,0,0,2
101438,32,0,49,0,16,1,2,0
101439,41,4,43,2,42,0,1,2
101440,55,0,36,2,45,0,2,1
101441,16,2,7,2,19,0,0,0
101443,40,4,42,2,42,0,1,2
101444,14,3,11,2,21,0,0,2
101445,31,0,19,0,22,0,0,0
101446,258,31,378,29,217,16,60,3
101447,39,7,61,2,35,0,1,2
101450,52,8,61,7,40,5,14,1
101451,22,11,29,4,22,2,5,1
101452,75,16,94,15,133,8,15,2
101453,6,1,3,1,9,0,0,0
101454,15,1,23,1,6,2,4,0
101455,38,4,53,6,67,1,8,2
101456,40,4,42,2,42,0,1,2
101457,45,5,96,6,43,6,26,1
101458,13,1,15,1,11,1,3,0
10146,5,3,9,2,9,0,0,0
101460,8,3,15,3,11,1,5,0
101461,41,9,69,6,66,2,8,0
101462,88,13,101,11,49,0,2,1
101464,65,10,88,6,61,1,6,2
101465,137,4,111,4,119,3,5,1
101466,49,21,82,13,65,4,19,2
101467,152,7,135,7,212,4,7,2
101468,66,17,98,14,59,9,22,1
101469,77,26,144,15,63,6,21,2
101471,25,8,28,2,29,0,0,2
101472,45,4,51,2,42,0,1,2
101473,25,3,26,3,20,1,4,1
101474,74,1,68,9,91,2,5,2
101475,16,4,21,2,21,0,0,2
101476,67,6,60,4,54,0,1,2
101477,96,17,317,16,62,0,0,2
101480,19,0,38,0,13,1,4,1
101481,30,9,37,2,27,0,1,2
101482,19,7,29,6,32,1,8,2
101483,48,10,123,8,54,8,23,2
101484,61,0,15,8,73,0,0,2
101485,203,5,186,5,199,4,12,2
101486,18,8,44,4,27,1,5,1
101487,119,14,149,10,91,4,31,2
101488,152,12,189,8,75,11,48,1
101489,51,7,53,7,40,3,9,1
101490,63,10,87,9,57,4,19,1
101492,51,8,56,7,37,4,12,1
101493,3,0,4,0,3,0,0,0
101494,85,29,164,18,68,6,25,2
101496,13,2,13,4,27,2,4,1
101497,46,21,90,12,50,5,12,2
101498,52,8,61,7,40,5,14,1
101499,14,0,36,0,14,0,0,0
101500,46,21,90,12,50,5,12,2
101503,58,8,103,6,62,2,7,3
101504,33,3,51,2,36,0,0,1
101505,32,0,10,0,14,0,0,0
101507,67,6,141,8,71,2,8,1
101508,80,0,30,0,69,0,0,0
101510,30,12,46,7,34,5,13,3
101512,32,4,58,6,29,2,5,1
101513,17,4,19,2,21,0,0,2
101514,52,7,51,3,52,1,3,2
101515,46,21,90,12,50,5,12,2
101516,38,2,49,2,24,1,9,0
101517,51,7,53,7,40,3,9,1
101518,87,11,99,11,72,0,0,1
101519,29,4,31,2,31,0,0,2
101521,42,0,40,2,47,1,4,1
101522,100,10,102,8,73,2,4,2
101524,16,4,21,2,21,0,0,2
101526,65,12,85,8,64,6,16,2
101527,105,4,80,4,88,2,6,1
101528,50,8,55,7,37,4,11,1
101529,68,0,70,2,64,0,0,1
101531,46,2,24,2,35,0,0,1
101533,127,5,128,5,175,3,5,2
101534,24,6,29,3,30,1,2,2
101535,61,0,76,2,48,0,0,1
101536,42,4,41,2,37,0,1,2
101537,18,8,44,4,27,1,5,1
101538,15,6,31,4,20,1,1,1
101539,19,6,33,6,12,0,0,0
101542,52,7,53,3,52,1,3,2
101543,300,0,380,5,101,0,0,1
101545,60,8,69,8,51,3,9,1
101547,33,0,54,8,38,4,17,3
10155,42,0,121,8,55,11,38,2
101550,43,15,57,9,45,6,21,3
101551,64,4,67,2,53,0,2,2
101552,65,4,77,4,52,0,1,2
101553,33,10,39,6,41,4,13,3
101554,3,0,2,0,2,0,0,0
101555,100,18,124,7,103,7,24,2
101556,44,5,52,2,47,0,2,2
101557,62,0,10,1,49,1,2,2
101558,37,4,38,4,29,2,3,1
101559,64,0,11,1,49,1,2,2
101560,30,0,60,7,33,3,9,2
101561,44,5,52,2,47,0,2,2
101562,84,0,23,1,73,0,0,4
101563,138,4,110,4,120,3,5,1
101564,1,0,11,0,1,0,0,0
101565,53,14,123,12,50,4,19,0
101566,274,0,367,2,68,0,0,1
101567,78,3,28,8,110,2,5,1
101568,46,7,44,3,45,1,3,2
101569,120,22,126,18,119,1,15,3
101571,34,9,49,3,35,1,6,2
101572,10,0,14,2,11,0,0,1
101573,42,11,133,9,50,1,18,1
101574,18,1,21,3,19,0,0,1
101575,3,0,3,0,4,0,0,0
101577,51,16,93,12,53,5,22,2
101578,50,7,52,3,50,1,5,2
101579,6,1,9,1,1,0,0,0
101580,37,4,40,2,29,1,5,1
101581,7,2,16,1,4,0,0,0
101582,86,0,16,1,73,1,0,4
101583,22,11,29,4,22,2,5,1
101584,28,5,41,7,23,1,1,1
101586,49,7,50,7,38,3,8,1
101588,85,8,77,17,112,1,5,4
101589,46,0,52,2,36,1,0,1
101592,17,4,19,2,21,0,0,2
101594,38,2,49,2,24,1,9,0
101595,15,1,48,2,15,2,13,0
101596,37,0,50,2,31,0,0,1
101598,157,11,221,7,131,8,34,2
101599,55,0,51,2,41,0,0,1
101600,37,0,23,2,23,0,0,1
101601,143,1,130,3,141,5,18,1
101602,90,9,89,18,129,1,5,4
101603,63,0,53,2,76,2,3,1
101604,57,13,179,10,69,3,8,1
101606,55,3,101,3,59,2,4,1
101608,21,24,94,7,72,1,4,0
101610,91,5,211,6,68,8,23,1
101612,14,3,9,2,21,0,0,2
101613,129,0,112,2,107,0,0,2
101616,63,10,87,9,57,4,19,1
101617,24,6,29,3,30,1,2,2
101618,60,8,69,8,51,3,9,1
101619,8,0,6,2,12,1,1,1
101621,13,0,15,2,23,0,0,2
101622,62,0,45,7,66,0,0,1
101623,270,0,337,2,68,0,0,1
101626,93,12,115,8,87,1,6,2
101627,46,21,87,12,49,5,12,2
101628,63,18,231,15,105,2,8,1
101629,258,31,378,29,217,16,60,3
101630,42,0,50,0,29,2,8,1
101631,20,2,25,2,20,1,5,0
101634,31,10,57,3,31,1,4,2
101635,34,2,92,2,29,4,12,0
101636,60,4,81,2,83,2,8,2
101638,38,10,59,4,14,1,8,2
101639,19,0,47,0,15,1,4,0
101640,66,10,91,6,61,1,6,2
101642,42,4,38,2,38,0,1,2
101643,84,11,50,11,83,6,11,1
101644,57,0,36,2,45,0,2,1
101646,108,16,162,12,58,1,12,4
101647,166,0,106,2,174,1,6,1
101648,17,4,19,2,21,0,0,2
101649,67,7,67,3,76,2,8,2
101650,14,0,24,2,23,0,0,2
101651,66,10,89,6,61,1,6,2
101652,36,1,20,1,26,0,0,0
101654,24,6,29,3,30,1,2,2
101655,17,14,60,11,25,9,23,0
101656,70,0,46,1,58,1,4,1
101657,55,9,59,5,49,3,7,2
101658,37,9,47,5,38,4,14,3
101659,125,8,120,6,101,1,6,3
101660,13,0,12,2,21,0,0,2
101661,50,0,68,0,35,0,0,0
101663,12,3,22,2,21,0,0,2
101664,29,9,45,7,30,1,6,0
101665,49,0,66,2,72,0,0,1
101666,18,16,138,6,27,3,4,0
101667,11,0,18,0,6,0,0,0
101668,44,4,41,2,39,0,1,2
101669,23,7,60,7,31,0,0,0
101670,87,12,67,3,94,8,26,1
101671,72,8,77,8,67,7,17,1
101673,50,0,44,0,63,0,0,0
101675,15,6,31,4,20,1,1,1
101676,40,4,52,2,43,0,1,2
101677,18,0,26,0,13,1,4,1
101678,17,0,37,2,24,1,4,2
101679,126,32,208,27,155,9,34,2
101680,13,0,15,2,23,0,0,2
101682,12,0,15,0,12,0,0,0
101683,50,8,58,7,38,5,13,1
101684,45,2,39,3,38,1,6,1
101685,39,6,37,3,35,1,7,2
101687,34,0,26,0,16,2,7,0
101688,46,21,87,12,49,5,12,2
101689,35,13,138,11,41,3,13,0
101690,32,11,65,10,44,3,16,2
101691,56,9,59,5,67,1,3,2
101692,83,3,80,3,43,2,6,1
101693,70,8,84,7,49,4,10,1
101695,24,6,29,3,30,1,2,2
101696,44,14,46,11,36,4,8,2
101697,140,5,135,5,74,11,40,1
101701,45,4,57,5,34,1,2,0
101702,44,5,52,2,47,0,2,2
101703,16,6,29,3,12,2,5,0
101704,48,11,109,9,62,2,11,0
101705,63,3,50,6,58,2,6,1
101706,25,3,26,3,20,1,4,1
101707,31,10,57,3,31,1,4,2
101708,6,0,13,0,0,0,0,0
101709,36,10,54,4,32,0,0,2
101710,294,0,371,5,107,0,0,1
101711,6,2,29,2,1,0,0,0
101714,7,2,5,2,9,0,0,0
101715,26,5,76,6,11,2,7,0
101717,58,9,70,8,42,5,13,1
101719,24,6,29,3,30,1,2,2
101721,87,9,207,8,70,3,5,1
101722,56,1,185,1,71,3,3,0
101723,9,0,3,0,16,0,0,0
101724,30,0,40,2,27,0,0,1
101727,46,7,44,3,45,1,3,2
101728,102,9,185,13,54,7,10,1
101729,50,8,55,7,37,4,11,1
101730,23,6,28,3,30,1,2,2
101731,66,10,91,6,61,1,6,2
101732,80,17,102,14,88,3,10,0
101733,61,9,72,8,75,3,8,1
101734,24,6,29,3,30,1,2,2
101735,9,2,8,2,7,1,3,0
101736,16,0,14,0,15,0,0,0
101739,65,0,29,1,57,0,1,1
101740,14,3,9,2,21,0,0,2
101741,54,9,61,8,38,5,14,1
101742,98,6,150,11,180,2,12,1
101744,10,2,24,2,15,0,0,1
101745,36,7,37,3,40,1,3,2
101746,33,1,19,3,35,0,0,1
101747,24,7,36,3,27,1,2,2
101749,7,4,26,3,18,0,0,1
101750,63,13,81,12,89,4,9,2
101753,15,6,31,4,20,1,1,1
101754,31,10,57,3,31,1,4,2
101755,37,2,28,2,19,0,0,1
101756,86,3,29,3,66,1,6,1
101757,20,0,32,4,31,2,2,2
101760,44,19,81,9,49,2,10,2
101761,49,7,50,3,37,2,9,2
101762,14,0,24,2,23,0,0,2
101764,67,12,92,8,65,6,18,2
101765,80,10,130,6,62,2,8,2
101766,98,5,92,3,67,0,1,2
101767,71,17,88,14,67,6,17,2
101768,25,3,26,3,20,1,4,1
101769,8,0,15,2,16,0,0,1
101770,162,23,138,23,150,1,16,4
101771,43,7,46,3,35,3,6,2
101773,55,7,53,3,50,2,3,2
101774,75,10,113,14,112,2,10,1
101775,31,3,28,3,17,1,5,1
101776,38,2,49,2,24,1,9,0
101777,52,11,57,7,55,1,7,2
101779,83,7,120,3,92,1,19,3
101780,174,4,124,11,235,1,4,2
101781,9,2,14,1,10,2,3,0
101782,37,4,40,2,36,1,3,2
101783,14,0,16,2,22,0,0,2
101785,69,17,95,12,90,6,11,2
101786,26,2,25,2,24,1,6,0
101787,24,6,29,3,30,1,2,2
101788,115,0,126,9,187,1,14,2
101790,10,0,8,0,14,0,0,0
101791,70,3,111,4,68,2,3,2
101792,132,4,105,4,111,2,2,1
101793,36,7,53,3,33,1,5,1
101794,4,1,5,1,5,0,0,0
101795,147,9,144,10,133,3,21,2
101796,36,10,46,4,11,1,8,2
101797,55,7,58,3,51,2,7,2
101799,118,14,159,12,60,1,12,4
101800,51,9,50,4,48,1,3,2
101801,12,3,22,2,21,0,0,2
101802,34,12,45,8,44,3,14,3
101803,20,0,22,0,13,0,0,0
101804,300,0,380,5,101,0,0,1
101805,13,0,3,0,13,0,0,0
101806,310,0,398,5,97,0,0,1
101808,13,0,47,4,14,0,0,1
101809,24,0,35,3,30,1,2,2
101810,99,5,85,3,74,1,2,2
101811,119,22,126,18,119,1,15,3
101813,69,5,87,6,81,3,8,1
101816,24,6,29,3,30,1,2,2
101817,29,4,31,2,31,0,0,2
101818,86,9,100,6,82,2,11,2
101820,37,9,37,9,42,1,5,2
101821,222,0,224,2,64,0,0,1
101822,15,5,27,3,16,3,8,0
101823,34,12,45,8,44,3,14,3
101824,20,0,13,0,7,0,0,0
101825,149,1,103,3,123,6,5,1
101826,35,4,219,4,82,0,1,0
101827,107,4,90,4,94,2,2,1
101828,295,0,386,5,107,0,0,1
101829,38,2,49,2,24,1,9,0
101830,37,0,62,10,49,4,17,3
101832,19,6,33,6,12,0,0,0
101833,39,7,39,3,38,1,3,2
